"target","location","forecast_week","bin_start_incl"
"1 wk ahead","Utah",52,"3.4"
"1 wk ahead","Vermont",52,"1.0"
"1 wk ahead","Virgin Islands",52,"0.7"
"1 wk ahead","Virginia",52,"3.2"
"1 wk ahead","Washington",52,"2.3"
"1 wk ahead","West Virginia",52,"1.8"
"1 wk ahead","Wisconsin",52,"1.3"
"1 wk ahead","Wyoming",52,"1.7"
"1 wk ahead","Alabama",1,"4.1"
"1 wk ahead","Alaska",1,"3.0"
"1 wk ahead","Arizona",1,"2.1"
"1 wk ahead","Arkansas",1,"2.4"
"1 wk ahead","California",1,"3.0"
"1 wk ahead","Colorado",1,"1.6"
"1 wk ahead","Connecticut",1,"2.8"
"1 wk ahead","Delaware",1,"0.6"
"1 wk ahead","District of Columbia",1,"8.5"
"1 wk ahead","Georgia",1,"3.4"
"1 wk ahead","Hawaii",1,"4.4"
"1 wk ahead","Idaho",1,"2.3"
"1 wk ahead","Illinois",1,"2.9"
"1 wk ahead","Indiana",1,"2.0"
"1 wk ahead","Iowa",1,"1.0"
"1 wk ahead","Kansas",1,"3.4"
"1 wk ahead","Kentucky",1,"3.6"
"1 wk ahead","Louisiana",1,"3.7"
"1 wk ahead","Maine",1,"0.6"
"1 wk ahead","Maryland",1,"2.2"
"1 wk ahead","Massachusetts",1,"1.3"
"1 wk ahead","Michigan",1,"2.2"
"1 wk ahead","Minnesota",1,"2.3"
"1 wk ahead","Mississippi",1,"3.4"
"1 wk ahead","Missouri",1,"3.6"
"1 wk ahead","Montana",1,"0.4"
"1 wk ahead","Nebraska",1,"1.9"
"1 wk ahead","Nevada",1,"1.7"
"1 wk ahead","New Hampshire",1,"0.6"
"1 wk ahead","New Jersey",1,"5.1"
"1 wk ahead","New Mexico",1,"2.1"
"1 wk ahead","New York",1,"5.9"
"1 wk ahead","North Carolina",1,"2.2"
"1 wk ahead","North Dakota",1,"0.9"
"1 wk ahead","Ohio",1,"1.3"
"1 wk ahead","Oklahoma",1,"8.1"
"1 wk ahead","Oregon",1,"2.0"
"1 wk ahead","Pennsylvania",1,"2.7"
"1 wk ahead","Puerto Rico",1,"5.7"
"1 wk ahead","Rhode Island",1,"0.9"
"1 wk ahead","South Carolina",1,"3.7"
"1 wk ahead","South Dakota",1,"1.9"
"1 wk ahead","Tennessee",1,"4.1"
"1 wk ahead","Texas",1,"5.1"
"1 wk ahead","Utah",1,"2.9"
"1 wk ahead","Vermont",1,"1.2"
"1 wk ahead","Virgin Islands",1,"1.1"
"1 wk ahead","Virginia",1,"3.4"
"1 wk ahead","Washington",1,"2.1"
"1 wk ahead","West Virginia",1,"1.8"
"1 wk ahead","Wisconsin",1,"1.9"
"1 wk ahead","Wyoming",1,"3.5"
"1 wk ahead","Alabama",2,"6.1"
"1 wk ahead","Alaska",2,"2.0"
"1 wk ahead","Arizona",2,"2.4"
"1 wk ahead","Arkansas",2,"3.1"
"1 wk ahead","California",2,"2.8"
"1 wk ahead","Colorado",2,"2.2"
"1 wk ahead","Connecticut",2,"3.3"
"1 wk ahead","Delaware",2,"0.4"
"1 wk ahead","District of Columbia",2,"5.0"
"1 wk ahead","Georgia",2,"4.2"
"1 wk ahead","Hawaii",2,"3.6"
"1 wk ahead","Idaho",2,"2.8"
"1 wk ahead","Illinois",2,"3.0"
"1 wk ahead","Indiana",2,"2.1"
"1 wk ahead","Iowa",2,"1.8"
"1 wk ahead","Kansas",2,"5.1"
"1 wk ahead","Kentucky",2,"4.4"
"1 wk ahead","Louisiana",2,"4.1"
"1 wk ahead","Maine",2,"0.9"
"1 wk ahead","Maryland",2,"2.7"
"1 wk ahead","Massachusetts",2,"1.5"
"1 wk ahead","Michigan",2,"2.1"
"1 wk ahead","Minnesota",2,"3.4"
"1 wk ahead","Mississippi",2,"4.2"
"1 wk ahead","Missouri",2,"3.7"
"1 wk ahead","Montana",2,"0.5"
"1 wk ahead","Nebraska",2,"2.9"
"1 wk ahead","Nevada",2,"1.6"
"1 wk ahead","New Hampshire",2,"0.5"
"1 wk ahead","New Jersey",2,"6.0"
"1 wk ahead","New Mexico",2,"2.7"
"1 wk ahead","New York",2,"6.8"
"1 wk ahead","North Carolina",2,"2.7"
"1 wk ahead","North Dakota",2,"1.9"
"1 wk ahead","Ohio",2,"1.7"
"1 wk ahead","Oklahoma",2,"8.8"
"1 wk ahead","Oregon",2,"2.6"
"1 wk ahead","Pennsylvania",2,"3.4"
"1 wk ahead","Puerto Rico",2,"5.4"
"1 wk ahead","Rhode Island",2,"0.8"
"1 wk ahead","South Carolina",2,"5.7"
"1 wk ahead","South Dakota",2,"2.6"
"1 wk ahead","Tennessee",2,"4.1"
"1 wk ahead","Texas",2,"5.5"
"1 wk ahead","Utah",2,"2.9"
"1 wk ahead","Vermont",2,"1.2"
"1 wk ahead","Virgin Islands",2,"0.9"
"1 wk ahead","Virginia",2,"3.2"
"1 wk ahead","Washington",2,"3.8"
"1 wk ahead","West Virginia",2,"2.6"
"1 wk ahead","Wisconsin",2,"2.6"
"1 wk ahead","Wyoming",2,"2.6"
"1 wk ahead","Alabama",3,"5.3"
"1 wk ahead","Alaska",3,"1.9"
"1 wk ahead","Arizona",3,"2.2"
"1 wk ahead","Arkansas",3,"4.0"
"1 wk ahead","California",3,"3.1"
"1 wk ahead","Colorado",3,"1.9"
"1 wk ahead","Connecticut",3,"3.7"
"1 wk ahead","Delaware",3,"0.4"
"1 wk ahead","District of Columbia",3,"7.4"
"1 wk ahead","Georgia",3,"4.2"
"1 wk ahead","Hawaii",3,"5.1"
"1 wk ahead","Idaho",3,"1.7"
"1 wk ahead","Illinois",3,"3.2"
"1 wk ahead","Indiana",3,"3.4"
"1 wk ahead","Iowa",3,"2.6"
"1 wk ahead","Kansas",3,"5.6"
"1 wk ahead","Kentucky",3,"4.9"
"1 wk ahead","Louisiana",3,"4.2"
"1 wk ahead","Maine",3,"0.8"
"1 wk ahead","Maryland",3,"2.9"
"1 wk ahead","Massachusetts",3,"1.8"
"1 wk ahead","Michigan",3,"2.4"
"1 wk ahead","Minnesota",3,"3.4"
"1 wk ahead","Mississippi",3,"3.6"
"1 wk ahead","Missouri",3,"5.7"
"1 wk ahead","Montana",3,"0.3"
"1 wk ahead","Nebraska",3,"2.6"
"1 wk ahead","Nevada",3,"1.5"
"1 wk ahead","New Hampshire",3,"0.7"
"1 wk ahead","New Jersey",3,"6.2"
"1 wk ahead","New Mexico",3,"2.9"
"1 wk ahead","New York",3,"7.5"
"1 wk ahead","North Carolina",3,"2.8"
"1 wk ahead","North Dakota",3,"3.9"
"1 wk ahead","Ohio",3,"1.9"
"1 wk ahead","Oklahoma",3,"11.5"
"1 wk ahead","Oregon",3,"3.0"
"1 wk ahead","Pennsylvania",3,"4.0"
"1 wk ahead","Puerto Rico",3,"6.0"
"1 wk ahead","Rhode Island",3,"1.8"
"1 wk ahead","South Carolina",3,"6.3"
"1 wk ahead","South Dakota",3,"3.3"
"1 wk ahead","Tennessee",3,"4.2"
"1 wk ahead","Texas",3,"6.2"
"1 wk ahead","Utah",3,"2.0"
"1 wk ahead","Vermont",3,"1.4"
"1 wk ahead","Virgin Islands",3,"0.6"
"1 wk ahead","Virginia",3,"3.3"
"1 wk ahead","Washington",3,"2.5"
"1 wk ahead","West Virginia",3,"2.6"
"1 wk ahead","Wisconsin",3,"2.7"
"1 wk ahead","Wyoming",3,"3.0"
"1 wk ahead","Alabama",4,"6.5"
"1 wk ahead","Alaska",4,"2.3"
"1 wk ahead","Arizona",4,"2.4"
"1 wk ahead","Arkansas",4,"6.7"
"1 wk ahead","California",4,"3.2"
"1 wk ahead","Colorado",4,"2.3"
"1 wk ahead","Connecticut",4,"4.4"
"1 wk ahead","Delaware",4,"0.7"
"1 wk ahead","District of Columbia",4,"8.9"
"1 wk ahead","Georgia",4,"4.7"
"1 wk ahead","Hawaii",4,"4.3"
"1 wk ahead","Idaho",4,"1.7"
"1 wk ahead","Illinois",4,"3.6"
"1 wk ahead","Indiana",4,"4.6"
"1 wk ahead","Iowa",4,"2.3"
"1 wk ahead","Kansas",4,"8.5"
"1 wk ahead","Kentucky",4,"4.5"
"1 wk ahead","Louisiana",4,"5.2"
"1 wk ahead","Maine",4,"0.9"
"1 wk ahead","Maryland",4,"2.9"
"1 wk ahead","Massachusetts",4,"2.2"
"1 wk ahead","Michigan",4,"3.2"
"1 wk ahead","Minnesota",4,"3.4"
"1 wk ahead","Mississippi",4,"5.5"
"1 wk ahead","Missouri",4,"6.5"
"1 wk ahead","Montana",4,"0.5"
"1 wk ahead","Nebraska",4,"3.2"
"1 wk ahead","Nevada",4,"1.8"
"1 wk ahead","New Hampshire",4,"0.6"
"1 wk ahead","New Jersey",4,"6.8"
"1 wk ahead","New Mexico",4,"4.1"
"1 wk ahead","New York",4,"8.7"
"1 wk ahead","North Carolina",4,"5.2"
"1 wk ahead","North Dakota",4,"3.8"
"1 wk ahead","Ohio",4,"1.7"
"1 wk ahead","Oklahoma",4,"13.0"
"1 wk ahead","Oregon",4,"3.2"
"1 wk ahead","Pennsylvania",4,"4.2"
"1 wk ahead","Puerto Rico",4,"5.7"
"1 wk ahead","Rhode Island",4,"2.5"
"1 wk ahead","South Carolina",4,"7.1"
"1 wk ahead","South Dakota",4,"4.1"
"1 wk ahead","Tennessee",4,"4.9"
"1 wk ahead","Texas",4,"8.1"
"1 wk ahead","Utah",4,"1.6"
"1 wk ahead","Vermont",4,"1.9"
"1 wk ahead","Virgin Islands",4,"0.7"
"1 wk ahead","Virginia",4,"3.7"
"1 wk ahead","Washington",4,"1.9"
"1 wk ahead","West Virginia",4,"2.9"
"1 wk ahead","Wisconsin",4,"3.4"
"1 wk ahead","Wyoming",4,"4.3"
"1 wk ahead","Alabama",5,"7.8"
"1 wk ahead","Alaska",5,"3.7"
"1 wk ahead","Arizona",5,"2.5"
"1 wk ahead","Arkansas",5,"9.8"
"1 wk ahead","California",5,"2.7"
"1 wk ahead","Colorado",5,"2.0"
"1 wk ahead","Connecticut",5,"5.5"
"1 wk ahead","Delaware",5,"0.6"
"1 wk ahead","District of Columbia",5,"9.4"
"1 wk ahead","Georgia",5,"5.1"
"1 wk ahead","Hawaii",5,"3.8"
"1 wk ahead","Idaho",5,"1.8"
"1 wk ahead","Illinois",5,"4.4"
"1 wk ahead","Indiana",5,"4.7"
"1 wk ahead","Iowa",5,"3.2"
"1 wk ahead","Kansas",5,"10.4"
"1 wk ahead","Kentucky",5,"6.5"
"1 wk ahead","Louisiana",5,"6.0"
"1 wk ahead","Maine",5,"1.6"
"1 wk ahead","Maryland",5,"4.6"
"1 wk ahead","Massachusetts",5,"2.7"
"1 wk ahead","Michigan",5,"3.7"
"1 wk ahead","Minnesota",5,"4.4"
"1 wk ahead","Mississippi",5,"6.4"
"1 wk ahead","Missouri",5,"6.7"
"1 wk ahead","Montana",5,"0.5"
"1 wk ahead","Nebraska",5,"4.2"
"1 wk ahead","Nevada",5,"1.8"
"1 wk ahead","New Hampshire",5,"1.2"
"1 wk ahead","New Jersey",5,"6.9"
"1 wk ahead","New Mexico",5,"4.9"
"1 wk ahead","New York",5,"9.8"
"1 wk ahead","North Carolina",5,"5.6"
"1 wk ahead","North Dakota",5,"5.2"
"1 wk ahead","Ohio",5,"3.0"
"1 wk ahead","Oklahoma",5,"13.0"
"1 wk ahead","Oregon",5,"3.3"
"1 wk ahead","Pennsylvania",5,"5.8"
"1 wk ahead","Puerto Rico",5,"5.7"
"1 wk ahead","Rhode Island",5,"4.1"
"1 wk ahead","South Carolina",5,"6.8"
"1 wk ahead","South Dakota",5,"4.9"
"1 wk ahead","Tennessee",5,"7.4"
"1 wk ahead","Texas",5,"10.3"
"1 wk ahead","Utah",5,"1.6"
"1 wk ahead","Vermont",5,"1.3"
"1 wk ahead","Virgin Islands",5,"1.8"
"1 wk ahead","Virginia",5,"5.2"
"1 wk ahead","Washington",5,"1.2"
"1 wk ahead","West Virginia",5,"2.9"
"1 wk ahead","Wisconsin",5,"3.7"
"1 wk ahead","Wyoming",5,"3.8"
"1 wk ahead","Alabama",6,"7.6"
"1 wk ahead","Alaska",6,"4.3"
"1 wk ahead","Arizona",6,"2.3"
"1 wk ahead","Arkansas",6,"9.2"
"1 wk ahead","California",6,"2.5"
"1 wk ahead","Colorado",6,"3.5"
"1 wk ahead","Connecticut",6,"5.3"
"1 wk ahead","Delaware",6,"1.3"
"1 wk ahead","District of Columbia",6,"8.5"
"1 wk ahead","Georgia",6,"6.2"
"1 wk ahead","Hawaii",6,"3.7"
"1 wk ahead","Idaho",6,"2.0"
"1 wk ahead","Illinois",6,"4.8"
"1 wk ahead","Indiana",6,"6.0"
"1 wk ahead","Iowa",6,"2.8"
"1 wk ahead","Kansas",6,"8.7"
"1 wk ahead","Kentucky",6,"9.2"
"1 wk ahead","Louisiana",6,"5.7"
"1 wk ahead","Maine",6,"1.2"
"1 wk ahead","Maryland",6,"6.1"
"1 wk ahead","Massachusetts",6,"2.4"
"1 wk ahead","Michigan",6,"4.6"
"1 wk ahead","Minnesota",6,"4.5"
"1 wk ahead","Mississippi",6,"6.3"
"1 wk ahead","Missouri",6,"5.0"
"1 wk ahead","Montana",6,"0.1"
"1 wk ahead","Nebraska",6,"2.3"
"1 wk ahead","Nevada",6,"1.3"
"1 wk ahead","New Hampshire",6,"1.7"
"1 wk ahead","New Jersey",6,"5.6"
"1 wk ahead","New Mexico",6,"4.8"
"1 wk ahead","New York",6,"8.3"
"1 wk ahead","North Carolina",6,"6.7"
"1 wk ahead","North Dakota",6,"3.8"
"1 wk ahead","Ohio",6,"3.1"
"1 wk ahead","Oklahoma",6,"11.7"
"1 wk ahead","Oregon",6,"2.9"
"1 wk ahead","Pennsylvania",6,"4.7"
"1 wk ahead","Puerto Rico",6,"4.8"
"1 wk ahead","Rhode Island",6,"4.1"
"1 wk ahead","South Carolina",6,"6.7"
"1 wk ahead","South Dakota",6,"4.5"
"1 wk ahead","Tennessee",6,"7.1"
"1 wk ahead","Texas",6,"9.3"
"1 wk ahead","Utah",6,"1.3"
"1 wk ahead","Vermont",6,"1.1"
"1 wk ahead","Virgin Islands",6,"0.1"
"1 wk ahead","Virginia",6,"5.9"
"1 wk ahead","Washington",6,"0.8"
"1 wk ahead","West Virginia",6,"3.6"
"1 wk ahead","Wisconsin",6,"3.1"
"1 wk ahead","Wyoming",6,"3.0"
"1 wk ahead","Alabama",7,"7.4"
"1 wk ahead","Alaska",7,"3.8"
"1 wk ahead","Arizona",7,"2.5"
"1 wk ahead","Arkansas",7,"7.9"
"1 wk ahead","California",7,"2.4"
"1 wk ahead","Colorado",7,"1.3"
"1 wk ahead","Connecticut",7,"5.0"
"1 wk ahead","Delaware",7,"1.1"
"1 wk ahead","District of Columbia",7,"7.2"
"1 wk ahead","Georgia",7,"6.0"
"1 wk ahead","Hawaii",7,"4.2"
"1 wk ahead","Idaho",7,"1.5"
"1 wk ahead","Illinois",7,"4.6"
"1 wk ahead","Indiana",7,"5.3"
"1 wk ahead","Iowa",7,"2.0"
"1 wk ahead","Kansas",7,"6.9"
"1 wk ahead","Kentucky",7,"8.2"
"1 wk ahead","Louisiana",7,"5.0"
"1 wk ahead","Maine",7,"1.2"
"1 wk ahead","Maryland",7,"5.8"
"1 wk ahead","Massachusetts",7,"2.5"
"1 wk ahead","Michigan",7,"4.3"
"1 wk ahead","Minnesota",7,"4.6"
"1 wk ahead","Mississippi",7,"6.8"
"1 wk ahead","Missouri",7,"4.4"
"1 wk ahead","Montana",7,"0.2"
"1 wk ahead","Nebraska",7,"1.9"
"1 wk ahead","Nevada",7,"1.3"
"1 wk ahead","New Hampshire",7,"1.7"
"1 wk ahead","New Jersey",7,"4.9"
"1 wk ahead","New Mexico",7,"4.6"
"1 wk ahead","New York",7,"6.3"
"1 wk ahead","North Carolina",7,"7.6"
"1 wk ahead","North Dakota",7,"3.5"
"1 wk ahead","Ohio",7,"3.6"
"1 wk ahead","Oklahoma",7,"10.4"
"1 wk ahead","Oregon",7,"2.5"
"1 wk ahead","Pennsylvania",7,"4.0"
"1 wk ahead","Puerto Rico",7,"4.4"
"1 wk ahead","Rhode Island",7,"4.3"
"1 wk ahead","South Carolina",7,"7.6"
"1 wk ahead","South Dakota",7,"3.4"
"1 wk ahead","Tennessee",7,"5.2"
"1 wk ahead","Texas",7,"9.0"
"1 wk ahead","Utah",7,"1.6"
"1 wk ahead","Vermont",7,"1.8"
"1 wk ahead","Virgin Islands",7,"0.4"
"1 wk ahead","Virginia",7,"6.7"
"1 wk ahead","Washington",7,"0.7"
"1 wk ahead","West Virginia",7,"3.5"
"1 wk ahead","Wisconsin",7,"3.4"
"1 wk ahead","Wyoming",7,"2.1"
"1 wk ahead","Alabama",8,"6.3"
"1 wk ahead","Alaska",8,"3.5"
"1 wk ahead","Arizona",8,"2.8"
"1 wk ahead","Arkansas",8,"4.5"
"1 wk ahead","California",8,"2.1"
"1 wk ahead","Colorado",8,"1.7"
"1 wk ahead","Connecticut",8,"4.0"
"1 wk ahead","Delaware",8,"0.6"
"1 wk ahead","District of Columbia",8,"7.4"
"1 wk ahead","Georgia",8,"4.6"
"1 wk ahead","Hawaii",8,"3.4"
"1 wk ahead","Idaho",8,"1.1"
"1 wk ahead","Illinois",8,"3.5"
"1 wk ahead","Indiana",8,"3.3"
"1 wk ahead","Iowa",8,"1.1"
"1 wk ahead","Kansas",8,"5.1"
"1 wk ahead","Kentucky",8,"6.1"
"1 wk ahead","Louisiana",8,"4.7"
"1 wk ahead","Maine",8,"1.4"
"1 wk ahead","Maryland",8,"3.4"
"1 wk ahead","Massachusetts",8,"1.6"
"1 wk ahead","Michigan",8,"3.3"
"1 wk ahead","Minnesota",8,"3.0"
"1 wk ahead","Mississippi",8,"5.8"
"1 wk ahead","Missouri",8,"3.1"
"1 wk ahead","Montana",8,"0.2"
"1 wk ahead","Nebraska",8,"1.2"
"1 wk ahead","Nevada",8,"1.3"
"1 wk ahead","New Hampshire",8,"1.2"
"1 wk ahead","New Jersey",8,"4.1"
"1 wk ahead","New Mexico",8,"3.9"
"1 wk ahead","New York",8,"3.0"
"1 wk ahead","North Carolina",8,"6.0"
"1 wk ahead","North Dakota",8,"3.5"
"1 wk ahead","Ohio",8,"2.5"
"1 wk ahead","Oklahoma",8,"9.1"
"1 wk ahead","Oregon",8,"2.6"
"1 wk ahead","Pennsylvania",8,"2.6"
"1 wk ahead","Puerto Rico",8,"3.8"
"1 wk ahead","Rhode Island",8,"2.8"
"1 wk ahead","South Carolina",8,"5.5"
"1 wk ahead","South Dakota",8,"2.6"
"1 wk ahead","Tennessee",8,"5.6"
"1 wk ahead","Texas",8,"7.5"
"1 wk ahead","Utah",8,"0.5"
"1 wk ahead","Vermont",8,"1.8"
"1 wk ahead","Virgin Islands",8,"1.2"
"1 wk ahead","Virginia",8,"4.0"
"1 wk ahead","Washington",8,"0.7"
"1 wk ahead","West Virginia",8,"3.4"
"1 wk ahead","Wisconsin",8,"2.5"
"1 wk ahead","Wyoming",8,"1.8"
"1 wk ahead","Alabama",9,"6.6"
"1 wk ahead","Alaska",9,"1.7"
"1 wk ahead","Arizona",9,"2.5"
"1 wk ahead","Arkansas",9,"4.6"
"1 wk ahead","California",9,"2.2"
"1 wk ahead","Colorado",9,"1.6"
"1 wk ahead","Connecticut",9,"3.4"
"1 wk ahead","Delaware",9,"0.8"
"1 wk ahead","District of Columbia",9,"8.2"
"1 wk ahead","Georgia",9,"4.5"
"1 wk ahead","Hawaii",9,"4.6"
"1 wk ahead","Idaho",9,"1.5"
"1 wk ahead","Illinois",9,"3.6"
"1 wk ahead","Indiana",9,"5.1"
"1 wk ahead","Iowa",9,"1.3"
"1 wk ahead","Kansas",9,"4.4"
"1 wk ahead","Kentucky",9,"6.7"
"1 wk ahead","Louisiana",9,"4.4"
"1 wk ahead","Maine",9,"1.6"
"1 wk ahead","Maryland",9,"3.5"
"1 wk ahead","Massachusetts",9,"1.7"
"1 wk ahead","Michigan",9,"3.5"
"1 wk ahead","Minnesota",9,"3.6"
"1 wk ahead","Mississippi",9,"5.4"
"1 wk ahead","Missouri",9,"3.1"
"1 wk ahead","Montana",9,"0.2"
"1 wk ahead","Nebraska",9,"1.5"
"1 wk ahead","Nevada",9,"1.1"
"1 wk ahead","New Hampshire",9,"1.1"
"1 wk ahead","New Jersey",9,"3.8"
"1 wk ahead","New Mexico",9,"3.3"
"1 wk ahead","New York",9,"3.2"
"1 wk ahead","North Carolina",9,"5.2"
"1 wk ahead","North Dakota",9,"3.4"
"1 wk ahead","Ohio",9,"2.1"
"1 wk ahead","Oklahoma",9,"6.9"
"1 wk ahead","Oregon",9,"1.6"
"1 wk ahead","Pennsylvania",9,"2.6"
"1 wk ahead","Puerto Rico",9,"3.6"
"1 wk ahead","Rhode Island",9,"2.6"
"1 wk ahead","South Carolina",9,"5.4"
"1 wk ahead","South Dakota",9,"2.5"
"1 wk ahead","Tennessee",9,"6.4"
"1 wk ahead","Texas",9,"7.3"
"1 wk ahead","Utah",9,"0.6"
"1 wk ahead","Vermont",9,"2.0"
"1 wk ahead","Virgin Islands",9,"1.1"
"1 wk ahead","Virginia",9,"3.6"
"1 wk ahead","Washington",9,"0.4"
"1 wk ahead","West Virginia",9,"3.1"
"1 wk ahead","Wisconsin",9,"2.6"
"1 wk ahead","Wyoming",9,"2.5"
"1 wk ahead","Alabama",10,"6.0"
"1 wk ahead","Alaska",10,"2.4"
"1 wk ahead","Arizona",10,"2.2"
"1 wk ahead","Arkansas",10,"3.6"
"1 wk ahead","California",10,"2.3"
"1 wk ahead","Colorado",10,"1.2"
"1 wk ahead","Connecticut",10,"3.4"
"1 wk ahead","Delaware",10,"0.5"
"1 wk ahead","District of Columbia",10,"9.1"
"1 wk ahead","Georgia",10,"4.7"
"1 wk ahead","Hawaii",10,"2.8"
"1 wk ahead","Idaho",10,"1.1"
"1 wk ahead","Illinois",10,"3.2"
"1 wk ahead","Indiana",10,"4.5"
"1 wk ahead","Iowa",10,"0.6"
"1 wk ahead","Kansas",10,"4.3"
"1 wk ahead","Kentucky",10,"7.5"
"1 wk ahead","Louisiana",10,"4.3"
"1 wk ahead","Maine",10,"1.8"
"1 wk ahead","Maryland",10,"3.9"
"1 wk ahead","Massachusetts",10,"1.8"
"1 wk ahead","Michigan",10,"3.3"
"1 wk ahead","Minnesota",10,"2.8"
"1 wk ahead","Mississippi",10,"4.8"
"1 wk ahead","Missouri",10,"2.5"
"1 wk ahead","Montana",10,"0.3"
"1 wk ahead","Nebraska",10,"2.0"
"1 wk ahead","Nevada",10,"1.2"
"1 wk ahead","New Hampshire",10,"1.2"
"1 wk ahead","New Jersey",10,"3.4"
"1 wk ahead","New Mexico",10,"3.3"
"1 wk ahead","New York",10,"3.9"
"1 wk ahead","North Carolina",10,"3.3"
"1 wk ahead","North Dakota",10,"1.9"
"1 wk ahead","Ohio",10,"2.0"
"1 wk ahead","Oklahoma",10,"6.3"
"1 wk ahead","Oregon",10,"2.3"
"1 wk ahead","Pennsylvania",10,"2.9"
"1 wk ahead","Puerto Rico",10,"3.8"
"1 wk ahead","Rhode Island",10,"1.9"
"1 wk ahead","South Carolina",10,"6.4"
"1 wk ahead","South Dakota",10,"2.7"
"1 wk ahead","Tennessee",10,"3.8"
"1 wk ahead","Texas",10,"5.9"
"1 wk ahead","Utah",10,"0.6"
"1 wk ahead","Vermont",10,"1.6"
"1 wk ahead","Virgin Islands",10,"0.8"
"1 wk ahead","Virginia",10,"3.6"
"1 wk ahead","Washington",10,"0.6"
"1 wk ahead","West Virginia",10,"3.3"
"1 wk ahead","Wisconsin",10,"2.5"
"1 wk ahead","Wyoming",10,"1.6"
"1 wk ahead","Alabama",11,"6.8"
"1 wk ahead","Alaska",11,"2.5"
"1 wk ahead","Arizona",11,"2.2"
"1 wk ahead","Arkansas",11,"4.0"
"1 wk ahead","California",11,"2.0"
"1 wk ahead","Colorado",11,"1.8"
"1 wk ahead","Connecticut",11,"2.2"
"1 wk ahead","Delaware",11,"0.3"
"1 wk ahead","District of Columbia",11,"7.8"
"1 wk ahead","Georgia",11,"5.2"
"1 wk ahead","Hawaii",11,"3.3"
"1 wk ahead","Idaho",11,"0.6"
"1 wk ahead","Illinois",11,"3.1"
"1 wk ahead","Indiana",11,"3.2"
"1 wk ahead","Iowa",11,"0.6"
"1 wk ahead","Kansas",11,"4.0"
"1 wk ahead","Kentucky",11,"8.2"
"1 wk ahead","Louisiana",11,"3.4"
"1 wk ahead","Maine",11,"2.2"
"1 wk ahead","Maryland",11,"3.3"
"1 wk ahead","Massachusetts",11,"1.8"
"1 wk ahead","Michigan",11,"3.2"
"1 wk ahead","Minnesota",11,"3.0"
"1 wk ahead","Mississippi",11,"3.7"
"1 wk ahead","Missouri",11,"2.0"
"1 wk ahead","Montana",11,"0.0"
"1 wk ahead","Nebraska",11,"1.4"
"1 wk ahead","Nevada",11,"1.0"
"1 wk ahead","New Hampshire",11,"1.1"
"1 wk ahead","New Jersey",11,"3.3"
"1 wk ahead","New Mexico",11,"2.4"
"1 wk ahead","New York",11,"3.6"
"1 wk ahead","North Carolina",11,"5.5"
"1 wk ahead","North Dakota",11,"1.5"
"1 wk ahead","Ohio",11,"2.2"
"1 wk ahead","Oklahoma",11,"6.5"
"1 wk ahead","Oregon",11,"1.6"
"1 wk ahead","Pennsylvania",11,"2.4"
"1 wk ahead","Puerto Rico",11,"3.5"
"1 wk ahead","Rhode Island",11,"2.7"
"1 wk ahead","South Carolina",11,"7.7"
"1 wk ahead","South Dakota",11,"1.9"
"1 wk ahead","Tennessee",11,"5.9"
"1 wk ahead","Texas",11,"4.5"
"1 wk ahead","Utah",11,"0.6"
"1 wk ahead","Vermont",11,"1.5"
"1 wk ahead","Virgin Islands",11,"0.8"
"1 wk ahead","Virginia",11,"3.9"
"1 wk ahead","Washington",11,"0.5"
"1 wk ahead","West Virginia",11,"3.0"
"1 wk ahead","Wisconsin",11,"2.1"
"1 wk ahead","Wyoming",11,"1.8"
"1 wk ahead","Alabama",12,"5.2"
"1 wk ahead","Alaska",12,"4.3"
"1 wk ahead","Arizona",12,"2.4"
"1 wk ahead","Arkansas",12,"2.7"
"1 wk ahead","California",12,"2.0"
"1 wk ahead","Colorado",12,"1.4"
"1 wk ahead","Connecticut",12,"2.3"
"1 wk ahead","Delaware",12,"0.6"
"1 wk ahead","District of Columbia",12,"7.1"
"1 wk ahead","Georgia",12,"4.2"
"1 wk ahead","Hawaii",12,"2.8"
"1 wk ahead","Idaho",12,"0.6"
"1 wk ahead","Illinois",12,"2.7"
"1 wk ahead","Indiana",12,"2.7"
"1 wk ahead","Iowa",12,"0.3"
"1 wk ahead","Kansas",12,"2.6"
"1 wk ahead","Kentucky",12,"5.5"
"1 wk ahead","Louisiana",12,"3.0"
"1 wk ahead","Maine",12,"1.7"
"1 wk ahead","Maryland",12,"3.6"
"1 wk ahead","Massachusetts",12,"2.0"
"1 wk ahead","Michigan",12,"2.7"
"1 wk ahead","Minnesota",12,"3.2"
"1 wk ahead","Mississippi",12,"3.4"
"1 wk ahead","Missouri",12,"2.2"
"1 wk ahead","Montana",12,"0.2"
"1 wk ahead","Nebraska",12,"0.9"
"1 wk ahead","Nevada",12,"0.9"
"1 wk ahead","New Hampshire",12,"0.9"
"1 wk ahead","New Jersey",12,"4.0"
"1 wk ahead","New Mexico",12,"2.0"
"1 wk ahead","New York",12,"4.6"
"1 wk ahead","North Carolina",12,"4.1"
"1 wk ahead","North Dakota",12,"1.9"
"1 wk ahead","Ohio",12,"1.7"
"1 wk ahead","Oklahoma",12,"4.2"
"1 wk ahead","Oregon",12,"0.9"
"1 wk ahead","Pennsylvania",12,"2.6"
"1 wk ahead","Puerto Rico",12,"3.4"
"1 wk ahead","Rhode Island",12,"2.9"
